Price,Age
25.555000000000014,9.523999999999994
5.780000000000002,88.24299999999995
8.662000000000004,75.11999999999996
8.455999999999996,83.179
17.874000000000002,32.096
17.927,25.473000000000006
17.971,25.459000000000007
17.988,19.88700000000001
19.41700000000001,15.80900000000001
13.433000000000007,58.181999999999995
20.654999999999987,15.543999999999999
12.34200000000001,58.30999999999999
10.955000000000002,69.49
11.076,65.623
6.589000000000001,83.772
8.455999999999996,83.179
7.579,83.72400000000002
7.5089999999999995,83.74500000000003
17.462,41.596000000000004
25.059,9.742999999999995
18.78000000000001,16.27000000000001
24.350999999999996,9.932999999999995
14.168000000000005,52.022000000000034
22.349999999999994,11.402999999999995
19.388000000000005,16.268000000000008
10.145000000000003,70.59899999999999
17.486000000000004,38.736999999999995
21.665999999999986,11.422999999999995
5.905999999999999,87.10799999999996
9.026000000000005,70.71399999999998
22.404999999999987,10.980999999999996
9.615000000000006,70.67299999999999
24.219,10.275999999999994
23.622999999999994,10.368999999999993
22.958999999999993,10.960999999999995
13.675000000000004,57.14799999999998
9.615000000000006,70.67299999999999
8.724000000000004,72.74999999999999
8.720000000000004,74.54199999999997
25.086,9.649999999999993
6.126000000000001,85.37699999999997
25.534000000000013,9.610999999999995
11.805000000000007,61.432999999999986
14.735999999999997,48.287000000000056
6.265,84.43200000000003
11.815000000000007,59.75599999999999
14.398999999999996,50.16500000000005
16.389000000000006,46.344000000000044
11.331000000000007,62.70199999999999
18.751000000000005,16.74700000000001
15.997000000000003,46.400000000000034
23.154,10.828999999999997
13.691000000000008,55.44700000000001
15.165999999999999,48.21300000000006
6.126000000000001,85.37699999999997
10.366000000000001,69.72099999999999
10.781000000000004,69.709
5.883000000000002,87.43799999999997
8.812000000000005,70.83099999999999
11.296000000000006,64.232
13.913000000000006,54.19300000000001
8.776000000000005,72.69499999999998
15.475000000000001,48.19500000000006
15.508000000000004,48.15500000000006
11.224000000000004,64.99100000000001
17.711000000000002,32.262
23.49099999999999,10.401999999999994
18.421000000000003,16.79800000000001
15.165999999999999,48.21300000000006
6.589000000000001,83.772
18.421000000000003,16.79800000000001
13.951000000000006,53.26800000000003
8.805000000000003,71.59199999999998
15.585000000000004,47.26800000000003
14.398999999999996,50.16500000000005
17.500000000000007,37.67699999999999
17.633000000000006,34.709
17.486000000000004,38.736999999999995
17.539,36.187999999999995
17.525000000000006,37.248000000000005
17.643000000000004,33.626999999999995
14.456999999999995,49.913000000000046
17.15800000000001,41.74
16.823999999999998,43.355
6.1960000000000015,84.56099999999998
12.256000000000007,58.76399999999999
21.602999999999984,11.799999999999997
23.49099999999999,10.401999999999994
10.192000000000004,69.83800000000001
21.008999999999986,13.866
11.224000000000004,64.99100000000001
18.102,19.154000000000007
17.657000000000004,32.959
11.296000000000006,64.232
9.026000000000005,70.71399999999998
13.602000000000006,57.29099999999998
24.242000000000004,10.242999999999993
17.369000000000003,41.615
14.456999999999999,49.057000000000045
20.730999999999984,15.015999999999996
13.691000000000008,55.44700000000001
13.708000000000009,54.688
21.382999999999985,12.605
13.602000000000006,57.29099999999998
16.418000000000003,46.22000000000005
10.366000000000001,69.72099999999999
10.192000000000004,69.83800000000001
5.780000000000002,88.24299999999995
13.433000000000007,58.181999999999995
23.144999999999996,10.901999999999992
8.805000000000003,71.59199999999998
16.99900000000001,43.111999999999995
22.958999999999993,10.960999999999995
21.07199999999999,13.361999999999998
21.01499999999999,13.803999999999998
24.350999999999996,9.932999999999995
21.499999999999982,11.966999999999995
21.216999999999988,12.683999999999994
21.16999999999999,13.060999999999995
10.781000000000004,69.709
10.955000000000002,69.49
12.096000000000009,58.822999999999986
18.272000000000002,17.49300000000001
17.992,19.41000000000001
16.44100000000001,45.181999999999995
20.837999999999987,14.132999999999996
14.095000000000004,52.38100000000003
12.260000000000009,58.367999999999995
14.735999999999997,48.287000000000056
21.490999999999985,12.299999999999997
11.959000000000009,59.31799999999999
11.076,65.623
17.604000000000006,34.97399999999999
15.798000000000004,46.803000000000026
23.622999999999994,10.368999999999993
11.963000000000008,58.922
11.479000000000008,62.027999999999984
13.967000000000006,53.178000000000026
18.272000000000002,17.49300000000001
11.076,65.623
14.588999999999999,48.526000000000046
8.720000000000004,74.54199999999997
16.432000000000006,45.701
14.530999999999999,48.77800000000005
21.181999999999988,12.727999999999994
11.468000000000007,62.337999999999994
11.408000000000007,62.660999999999994
16.432000000000006,45.701
17.595000000000006,35.491
11.896000000000008,59.555
21.614999999999988,11.466999999999995
17.539,36.187999999999995
17.553000000000004,35.708
16.564000000000007,44.32899999999999
18.257,17.97000000000001
17.525000000000006,37.248000000000005
11.819000000000008,59.596000000000004
17.643000000000004,33.626999999999995
16.669,44.108999999999995
18.243000000000002,18.170000000000005
11.734000000000007,61.47999999999998
17.369000000000003,41.615
17.992,19.41000000000001
22.37499999999999,11.091999999999999
20.815999999999985,14.459999999999997
14.049000000000003,52.87100000000003
17.500000000000007,37.67699999999999
14.588999999999999,48.526000000000046
18.272000000000002,17.49300000000001
18.105,18.677000000000007
17.988,19.88700000000001
17.647000000000006,33.157000000000004
21.38899999999999,12.543
20.67399999999999,15.481999999999998
17.06900000000001,42.294
11.616000000000009,61.66399999999999
13.841000000000008,54.35900000000001
13.708000000000009,54.688
17.13200000000001,42.038999999999994
16.787,43.659000000000006
16.719,43.72
16.543000000000006,44.543
17.06400000000001,42.508
16.454000000000008,45.097
17.028000000000006,43.027
16.47500000000001,44.883
12.042000000000007,58.86399999999999
20.768999999999988,14.656999999999993
5.905999999999999,87.10799999999996
18.105,18.677000000000007
13.841000000000008,54.35900000000001
20.837999999999987,14.132999999999996
5.780000000000002,88.24299999999995
11.667000000000007,61.62299999999998
14.148000000000003,52.30100000000003
18.167,18.27200000000001
6.251999999999999,84.49900000000001
17.15300000000001,41.95400000000001
16.674,44.019
12.315000000000008,58.32699999999999
17.553000000000004,35.708
17.595000000000006,35.491
20.800999999999984,14.475999999999997
19.41700000000001,15.80900000000001
17.631000000000007,34.725
17.874000000000002,32.096
21.490999999999985,12.299999999999997
20.750999999999987,14.953999999999997
16.709999999999997,43.886
13.784000000000008,54.547
14.158000000000005,52.10200000000003
15.671000000000003,47.10400000000004
15.884000000000004,46.63900000000004
11.530000000000006,61.98699999999998
18.167,18.27200000000001
16.610000000000003,44.273999999999994
11.408000000000007,62.660999999999994
11.530000000000006,61.98699999999998
16.818999999999996,43.445
16.791999999999998,43.569
20.654999999999987,15.543999999999999
16.47500000000001,44.883
17.03500000000001,42.59299999999999
15.964000000000004,46.44000000000003
15.751000000000003,46.90500000000004
15.638000000000003,47.14400000000004
15.618000000000004,47.22800000000003
15.851000000000004,46.679000000000045
11.754000000000008,61.47399999999999
14.514999999999997,48.80500000000004
11.608000000000006,61.84399999999998
11.468000000000007,62.337999999999994
7.5089999999999995,83.74500000000003
18.167,18.27200000000001
13.784000000000008,54.547
7.579,83.72400000000002
11.896000000000008,59.555
14.113000000000005,52.329000000000036
13.602000000000006,57.29099999999998
16.610000000000003,44.273999999999994
21.078999999999994,13.299999999999997
15.751000000000003,46.90500000000004
11.296000000000006,64.232
15.698000000000004,47.02900000000003
6.1960000000000015,84.56099999999998
17.086000000000006,42.13
14.049000000000003,52.87100000000003
18.102,19.154000000000007
20.837999999999987,14.132999999999996
21.38899999999999,12.543
10.145000000000003,70.59899999999999
22.37399999999998,11.347999999999995
18.257,17.97000000000001
21.11799999999999,13.255999999999997
14.514999999999997,48.80500000000004
12.096000000000009,58.822999999999986
16.53000000000001,44.628
11.959000000000009,59.31799999999999
20.768999999999988,14.656999999999993
14.456999999999995,49.913000000000046
14.456999999999999,49.057000000000045
17.604000000000006,34.97399999999999
21.665999999999986,11.422999999999995
18.105,18.677000000000007
11.667000000000007,61.62299999999998
16.99900000000001,43.111999999999995
14.588999999999999,48.526000000000046
17.657000000000004,32.959
17.033000000000005,42.812999999999995
17.086000000000006,42.13
15.698000000000004,47.02900000000003
14.398999999999996,50.16500000000005
14.456999999999999,49.057000000000045
20.67399999999999,15.481999999999998
12.009000000000007,58.905
14.023000000000003,52.961000000000034
17.033000000000005,42.812999999999995
10.781000000000004,69.709
16.53000000000001,44.628
14.023000000000003,52.961000000000034
17.711000000000002,32.262
17.647000000000006,33.157000000000004
11.608000000000006,61.84399999999998
17.927,25.473000000000006
21.12599999999999,13.227999999999993
21.499999999999982,11.966999999999995
16.714000000000002,43.81
